% Beth Kieler
% bkiel3
% 11/27/2014
%
% Title: Image Training Data
% Num of bins:  64
%
% Description:
% This is one training file for image classification to categorize images into one of seven 
% categories: Piano, Kangaroo, Strawberry, Sunflower, Airplane, Face and Leopard.  The
% data set consists of 320 training images

% Number of Attributes: 64 numeric attributes and the class
% 
% Attributes:
%    bin1 - bin64
%    Class - Piano, Kangaroo, Strawberry, Sunflower, Airplane, Face or Leopard
%    
% Summary:
%    Piano 50   
%    Kangaroo 50   
%    Strawberry 20   
%    Sunflower 50   
%    Airplane 50   
%    Face 50   
%    Leopard 50   
%

@RELATION images

@ATTRIBUTE bin1 numeric
@ATTRIBUTE bin2 numeric
@ATTRIBUTE bin3 numeric
@ATTRIBUTE bin4 numeric
@ATTRIBUTE bin5 numeric
@ATTRIBUTE bin6 numeric
@ATTRIBUTE bin7 numeric
@ATTRIBUTE bin8 numeric
@ATTRIBUTE bin9 numeric
@ATTRIBUTE bin10 numeric
@ATTRIBUTE bin11 numeric
@ATTRIBUTE bin12 numeric
@ATTRIBUTE bin13 numeric
@ATTRIBUTE bin14 numeric
@ATTRIBUTE bin15 numeric
@ATTRIBUTE bin16 numeric
@ATTRIBUTE bin17 numeric
@ATTRIBUTE bin18 numeric
@ATTRIBUTE bin19 numeric
@ATTRIBUTE bin20 numeric
@ATTRIBUTE bin21 numeric
@ATTRIBUTE bin22 numeric
@ATTRIBUTE bin23 numeric
@ATTRIBUTE bin24 numeric
@ATTRIBUTE bin25 numeric
@ATTRIBUTE bin26 numeric
@ATTRIBUTE bin27 numeric
@ATTRIBUTE bin28 numeric
@ATTRIBUTE bin29 numeric
@ATTRIBUTE bin30 numeric
@ATTRIBUTE bin31 numeric
@ATTRIBUTE bin32 numeric
@ATTRIBUTE bin33 numeric
@ATTRIBUTE bin34 numeric
@ATTRIBUTE bin35 numeric
@ATTRIBUTE bin36 numeric
@ATTRIBUTE bin37 numeric
@ATTRIBUTE bin38 numeric
@ATTRIBUTE bin39 numeric
@ATTRIBUTE bin40 numeric
@ATTRIBUTE bin41 numeric
@ATTRIBUTE bin42 numeric
@ATTRIBUTE bin43 numeric
@ATTRIBUTE bin44 numeric
@ATTRIBUTE bin45 numeric
@ATTRIBUTE bin46 numeric
@ATTRIBUTE bin47 numeric
@ATTRIBUTE bin48 numeric
@ATTRIBUTE bin49 numeric
@ATTRIBUTE bin50 numeric
@ATTRIBUTE bin51 numeric
@ATTRIBUTE bin52 numeric
@ATTRIBUTE bin53 numeric
@ATTRIBUTE bin54 numeric
@ATTRIBUTE bin55 numeric
@ATTRIBUTE bin56 numeric
@ATTRIBUTE bin57 numeric
@ATTRIBUTE bin58 numeric
@ATTRIBUTE bin59 numeric
@ATTRIBUTE bin60 numeric
@ATTRIBUTE bin61 numeric
@ATTRIBUTE bin62 numeric
@ATTRIBUTE bin63 numeric
@ATTRIBUTE bin64 numeric
@ATTRIBUTE class 	{Piano,Kangaroo,Strawberry,Sunflower,Airplane,Face,Leopard}

@DATA
0.0547122918069362640380859375,0,0,0,0.00013085152022540569305419921875,0,0,0,0,0,0,0,0,0,0,0,0.02731525339186191558837890625,0.014786221086978912353515625,0,0,0.000457980320788919925689697265625,0.006706140004098415374755859375,0,0,0,0,0,0,0,0,0,0,0.0008014655322767794132232666015625,0.00047433676081709563732147216796875,0,0,0,0.011711210943758487701416015625,0.00881612114608287811279296875,0,0,0.00044162388076074421405792236328125,0.01817200519144535064697265625,0,0,0,0.00001635644002817571163177490234375,0,0,0,0,0,0,0,0,0,0,0,0.3591383397579193115234375,0.23325918614864349365234375,0,0,0.000065425760112702846527099609375,0.262995183467864990234375,airplane
0.00306122447364032268524169921875,0.000017006803318508900701999664306640625,0,0,0.0304591841995716094970703125,0.0064965984784066677093505859375,0,0,0.073843538761138916015625,0.1382482945919036865234375,0,0,0.0006462585297413170337677001953125,0.2234863936901092529296875,0.00005102040813653729856014251708984375,0,0.001887755119241774082183837890625,0,0,0,0.0014965985901653766632080078125,0.012874149717390537261962890625,0.00003401360663701780140399932861328125,0,0.00030612244154326617717742919921875,0.036734692752361297607421875,0.0043367347680032253265380859375,0,0,0.09887754917144775390625,0.2085544168949127197265625,0,0.0035374150611460208892822265625,0.0000680272132740356028079986572265625,0,0,0.000884353765286505222320556640625,0.00100340135395526885986328125,0,0,0,0.0009013605304062366485595703125,0.007789115421473979949951171875,0.00003401360663701780140399932861328125,0,0.0000680272132740356028079986572265625,0.0421088449656963348388671875,0.03227891027927398681640625,0.00005102040813653729856014251708984375,0,0,0,0.00005102040813653729856014251708984375,0.000136054426548071205615997314453125,0,0,0,0.000017006803318508900701999664306640625,0.0001020408162730745971202850341796875,0.00003401360663701780140399932861328125,0,0,0.0005952381179668009281158447265625,0.0689285695552825927734375,airplane
0.010184452868998050689697265625,0.0000922266117413528263568878173828125,0,0,0.0325691699981689453125,0.038893282413482666015625,0,0,0,0.000065876156440936028957366943359375,0,0,0,0,0,0,0.002714097499847412109375,0.00114624504931271076202392578125,0,0,0.00115942023694515228271484375,0.0952832698822021484375,0.0017786561511456966400146484375,0,0,0.0338998697698116302490234375,0.05013175308704376220703125,0,0,0,0.099038206040859222412109375,0,0.00017127799219451844692230224609375,0.00017127799219451844692230224609375,0.000579710118472576141357421875,0,0.0000131752303786925040185451507568359375,0.00361001328565180301666259765625,0.008656126447021961212158203125,0,0,0.00134387356229126453399658203125,0.123306982219219207763671875,0.000210803686059080064296722412109375,0,0,0.372490108013153076171875,0.06310935318470001220703125,0,0.0003557312302291393280029296875,0,0,0,0.002068511210381984710693359375,0.0005928853643126785755157470703125,0,0,0.0000131752303786925040185451507568359375,0.00292490120045840740203857421875,0.00101449270732700824737548828125,0,0,0.0008695652359165251255035400390625,0.0515415035188198089599609375,airplane
0.260117113590240478515625,0.00153641006909310817718505859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036018669605255126953125,0.016581632196903228759765625,0.0000144944342537201009690761566162109375,0,0,0.00295686465688049793243408203125,0.0001014610388665460050106048583984375,0,0,0,0,0,0,0,0,0,0.00189877091906964778900146484375,0.026510320603847503662109375,0.004333836026489734649658203125,0,0,0.0036960807628929615020751953125,0.0585285238921642303466796875,0,0,0,0.0182195045053958892822265625,0.0002753942389972507953643798828125,0,0,0,0,0,0.00808789394795894622802734375,0.02911931835114955902099609375,0.00024640536867082118988037109375,0,0.00005797773701488040387630462646484375,0.0358012504875659942626953125,0.0395698063075542449951171875,0,0,0.00729070045053958892822265625,0.22933094203472137451171875,0,0,0,0.21970663964748382568359375,airplane
0.01558888889849185943603515625,0.0000222222224692814052104949951171875,0,0,0.0071111111901700496673583984375,0.04833333194255828857421875,0,0,0,0.0002555555547587573528289794921875,0,0,0,0,0,0,0.0005666666547767817974090576171875,0,0,0,0.0009222222142852842807769775390625,0.17406666278839111328125,0,0,0,0.6944777965545654296875,0.0040777777321636676788330078125,0,0,0.008622222580015659332275390625,0,0,0,0,0,0,0.00003333333370392210781574249267578125,0.001055555534549057483673095703125,0,0,0,0.0012555555440485477447509765625,0.008388889022171497344970703125,0,0,0,0.00487777777016162872314453125,0.0042444444261491298675537109375,0,0,0,0,0,0,0,0,0,0,0.001144444453530013561248779296875,0,0,0,0.00292222225107252597808837890625,0.02203333377838134765625,airplane
0.065029092133045196533203125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02739023976027965545654296875,0.01676143892109394073486328125,0,0,0,0.0049920654855668544769287109375,0,0,0,0,0,0,0,0,0,0,0.001405051560141146183013916015625,0.0026613329537212848663330078125,0,0,0,0.012496693991124629974365234375,0.010926342569291591644287109375,0,0,0,0.12574385106563568115234375,0,0,0,0,0,0,0,0,0,0,0,0.00044631049968302249908447265625,0,0,0,0.083212114870548248291015625,0.3003008365631103515625,0,0,0,0.3486346304416656494140625,airplane
0.0463212430477142333984375,0.02972366102039813995361328125,0,0,0.01739205606281757354736328125,0.02428324706852436065673828125,0.000466321245767176151275634765625,0,0,0.0015025907196104526519775390625,0.000155440415255725383758544921875,0,0,0,0,0,0.00359240057878196239471435546875,0.1534714996814727783203125,0.00005181347296456806361675262451171875,0,0.00198618299327790737152099609375,0.121416233479976654052734375,0.011882555671036243438720703125,0,0,0.00759930908679962158203125,0.00832469761371612548828125,0.000172711574123241007328033447265625,0,0,0.000207253891858272254467010498046875,0.000224525036173872649669647216796875,0.00005181347296456806361675262451171875,0,0,0,0.0002417961950413882732391357421875,0.00195164070464670658111572265625,0.00305699487216770648956298828125,0,0,0.001658031134866178035736083984375,0.083108805119991302490234375,0.0055785835720598697662353515625,0,0,0.014283247292041778564453125,0.0371675305068492889404296875,0,0,0,0,0,0,0,0,0,0,0.005043177865445613861083984375,0.009067357517778873443603515625,0,0,0.0027461140416562557220458984375,0.4072711467742919921875,airplane
0.084060609340667724609375,0.00791919231414794921875,0,0,0.00018181817722506821155548095703125,0.0011919192038476467132568359375,0,0,0,0,0,0,0,0,0,0,0.0190505050122737884521484375,0.00907070748507976531982421875,0,0,0.00014141414430923759937286376953125,0.106222219765186309814453125,0.015232323668897151947021484375,0,0,0,0.001878787879832088947296142578125,0,0,0,0,0,0.0003232323215343058109283447265625,0.00002020202009589411318302154541015625,0,0,0,0.001757575781084597110748291015625,0.0098383836448192596435546875,0,0,0,0.14563636481761932373046875,0.046404041349887847900390625,0,0,0,0.09537373483180999755859375,0,0,0,0,0,0,0,0,0,0,0.00246464647352695465087890625,0.02216161601245403289794921875,0,0,0,0.4310707151889801025390625,airplane
0.00761904753744602203369140625,0,0,0,0.006523809395730495452880859375,0.00842857174575328826904296875,0,0,0,0.2739523947238922119140625,0.000015873016309342347085475921630859375,0,0,0,0,0,0.00058730156160891056060791015625,0.00203174608759582042694091796875,0,0,0.0001111111123464070260524749755859375,0.02444444410502910614013671875,0.000126984130474738776683807373046875,0,0,0.2408730089664459228515625,0.078444443643093109130859375,0,0,0.0000793650760897435247898101806640625,0.227777779102325439453125,0,0,0,0,0,0,0.0067142858169972896575927734375,0.0022698412649333477020263671875,0,0,0.000126984130474738776683807373046875,0.02496825344860553741455078125,0.000174603177583776414394378662109375,0,0,0.06412698328495025634765625,0.0026984126307070255279541015625,0,0,0,0,0,0,0,0,0,0,0.0006349206087179481983184814453125,0.00211111106909811496734619140625,0,0,0.0015079365111887454986572265625,0.02365079335868358612060546875,airplane
0.13946808874607086181640625,0.00131205678917467594146728515625,0,0,0.00278368801809847354888916015625,0.0018617021851241588592529296875,0,0,0,0,0,0,0,0,0,0,0.0268085114657878875732421875,0.0322695039212703704833984375,0,0,0.00017730495892465114593505859375,0.1659042537212371826171875,0.00232269498519599437713623046875,0,0,0.00015957446885295212268829345703125,0.0007801418541930615901947021484375,0,0,0,0,0,0.0068439715541899204254150390625,0.00304964534007012844085693359375,0,0,0.00015957446885295212268829345703125,0.0857624113559722900390625,0.1987588703632354736328125,0,0,0.000265957438386976718902587890625,0.22968085110187530517578125,0.00005319148840499110519886016845703125,0,0,0.0000177304973476566374301910400390625,0.0000177304973476566374301910400390625,0.001719858148135244846343994140625,0.000833333353511989116668701171875,0,0,0,0.001400709268637001514434814453125,0.000709219835698604583740234375,0,0,0,0.066897161304950714111328125,0.02608156017959117889404296875,0,0,0.0000177304973476566374301910400390625,0.00388297880999743938446044921875,airplane
0.12910377979278564453125,0.00251572323031723499298095703125,0,0,0.006116352044045925140380859375,0.011210692115128040313720703125,0,0,0,0.0002830188605003058910369873046875,0,0,0,0,0,0,0.000015723269825684837996959686279296875,0.00004716981129604391753673553466796875,0,0,0,0.011462263762950897216796875,0.000188679245184175670146942138671875,0,0,0.0034433961845934391021728515625,0.0053144656121730804443359375,0,0,0,0.00037735849036835134029388427734375,0,0,0,0,0,0,0,0.0000628930793027393519878387451171875,0,0,0,0.01446540839970111846923828125,0.0000628930793027393519878387451171875,0,0,0.21314465999603271484375,0.3553144633769989013671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24687106907367706298828125,airplane
0.064644195139408111572265625,0.00031835204572416841983795166015625,0,0,0.00316479406319558620452880859375,0.003108614124357700347900390625,0,0,0,0,0,0,0,0,0,0,0.00621722824871540069580078125,0.005880150012671947479248046875,0,0,0.00054307118989527225494384765625,0.257584273815155029296875,0.000131086140754632651805877685546875,0,0,0.301254689693450927734375,0.065786518156528472900390625,0,0,0,0,0,0,0,0,0,0,0.00254681636579334735870361328125,0.004531835205852985382080078125,0,0,0.000224719100515358150005340576171875,0.2613670527935028076171875,0,0,0,0.00003745318463188596069812774658203125,0.00003745318463188596069812774658203125,0,0,0,0,0,0,0.0000749063692637719213962554931640625,0,0,0,0.005243445746600627899169921875,0.01237827725708484649658203125,0,0,0.000018726592315942980349063873291015625,0.0049063670448958873748779296875,airplane
0.02307909540832042694091796875,0.00189265538938343524932861328125,0,0,0.001426553702913224697113037109375,0.009011299349367618560791015625,0,0,0,0,0,0,0,0,0,0,0.0506214685738086700439453125,0.00312146893702447414398193359375,0,0,0.0027683614753186702728271484375,0.522697746753692626953125,0.014858757145702838897705078125,0,0,0.000762711861170828342437744140625,0.008841807954013347625732421875,0,0,0,0,0,0.000875706202350556850433349609375,0.00028248588205315172672271728515625,0,0,0,0.005451977252960205078125,0.015197739936411380767822265625,0,0,0.000028248587113921530544757843017578125,0.1080084741115570068359375,0.000988700543530285358428955078125,0,0,0.0000847457631607539951801300048828125,0.0009039547876454889774322509765625,0,0.00025423729675821959972381591796875,0,0,0,0.001101694884710013866424560546875,0.000240112989558838307857513427734375,0,0,0,0.001059322035871446132659912109375,0.001539548044092953205108642578125,0,0,0.0000141242935569607652723789215087890625,0.22488699853420257568359375,airplane
0.2775855958461761474609375,0.0483963973820209503173828125,0,0,0.01277477480471134185791015625,0.010198198258876800537109375,0,0,0,0.000072072070906870067119598388671875,0,0,0,0,0,0,0.0027927928604185581207275390625,0.03461261093616485595703125,0.0037477477453649044036865234375,0,0.001279279240407049655914306640625,0.06097297370433807373046875,0.00917117111384868621826171875,0,0,0.00911711715161800384521484375,0.00309909903444349765777587890625,0,0,0,0.000126126120449043810367584228515625,0,0,0.000756756751798093318939208984375,0.0057657659053802490234375,0,0,0.005171171389520168304443359375,0.0334594585001468658447265625,0.0041621620766818523406982421875,0,0.001459459424950182437896728515625,0.0547567568719387054443359375,0.001027027028612792491912841796875,0,0,0.0053153154440224170684814453125,0.00088288285769522190093994140625,0,0,0,0.00001801801772671751677989959716796875,0,0,0.0017117117531597614288330078125,0.04879279434680938720703125,0,0,0.012648648582398891448974609375,0.038378380239009857177734375,0,0,0.003117117099463939666748046875,0.308630645275115966796875,airplane
0.2570392191410064697265625,0.010882352478802204132080078125,0,0,0.0068627451546490192413330078125,0.006803921423852443695068359375,0,0,0,0,0,0,0,0,0,0,0.0178235284984111785888671875,0.0600784309208393096923828125,0,0,0.00198039226233959197998046875,0.18029411137104034423828125,0.0065294117666780948638916015625,0,0,0.0054509802721440792083740234375,0.003686274401843547821044921875,0,0,0,0,0,0.0009607843239791691303253173828125,0.00047058824566192924976348876953125,0,0,0.000235294122830964624881744384765625,0.03029411844909191131591796875,0.137862741947174072265625,0,0,0.00082352943718433380126953125,0.068431369960308074951171875,0.00025490197003819048404693603515625,0,0,0.00241176481358706951141357421875,0.002705882303416728973388671875,0,0,0,0,0,0.00025490197003819048404693603515625,0.023333333432674407958984375,0,0,0.0000392156871384941041469573974609375,0.10831372439861297607421875,0.00272549013607203960418701171875,0,0,0.000411764718592166900634765625,0.0630392134189605712890625,airplane
