% Beth Kieler
% bkiel3
% 11/27/2014
%
% Title: Image Training Data
% Num of bins:  8
%
% Description:
% This is one training file for image classification to categorize images into one of seven 
% categories: Piano, Kangaroo, Strawberry, Sunflower, Airplane, Face and Leopard.  The
% data set consists of 320 training images

% Number of Attributes: 8 numeric attributes and the class
% 
% Attributes:
%    1. bin1 
%    2. bin2
%    3. bin3
%	 4. bin4
%	 5. bin5
%	 6. bin6
%	 7. bin7
%	 8. bin8
%    9. Class - Piano, Kangaroo, Strawberry, Sunflower, Airplane, Face or Leopard
%    
% Summary:
%    Piano 50   
%    Kangaroo 50   
%    Strawberry 20   
%    Sunflower 50   
%    Airplane 50   
%    Face 50   
%    Leopard 50     
%

@RELATION images

@ATTRIBUTE bin1 numeric
@ATTRIBUTE bin2 numeric
@ATTRIBUTE bin3 numeric
@ATTRIBUTE bin4 numeric
@ATTRIBUTE bin5 numeric
@ATTRIBUTE bin6 numeric
@ATTRIBUTE bin7 numeric
@ATTRIBUTE bin8 numeric
@ATTRIBUTE class {Piano,Kangaroo,Strawberry,Sunflower,Airplane,Face,Leopard}

@DATA
0.10410873591899871826171875,0,0,0,0.012987012974917888641357421875,0.00881612114608287811279296875,0.00044162388076074421405792236328125,0.8736464977264404296875,airplane
0.0562925152480602264404296875,0.00003401360663701780140399932861328125,0.5721428394317626953125,0.212942183017730712890625,0.0057312925346195697784423828125,0,0.000986394588835537433624267578125,0.15187074244022369384765625,airplane
0.18204216659069061279296875,0.0017786561511456966400146484375,0.033965744078159332275390625,0.14916996657848358154296875,0.0063899867236614227294921875,0.00982872210443019866943359375,0.0013570487499237060546875,0.615467727184295654296875,airplane
0.3172107040882110595703125,0.0001159554740297608077526092529296875,0,0,0.0402510426938533782958984375,0.167599141597747802734375,0,0.474823176860809326171875,airplane
0.246611118316650390625,0,0.7033555507659912109375,0.0040777777321636676788330078125,0.0010888888500630855560302734375,0,0.0012555555440485477447509765625,0.043611109256744384765625,airplane
0.114172838628292083740234375,0,0,0,0.01656307838857173919677734375,0.011372652836143970489501953125,0,0.85789144039154052734375,airplane
0.3981865346431732177734375,0.0124006904661655426025390625,0.009101900272071361541748046875,0.00908462889492511749267578125,0.00224525039084255695343017578125,0.00305699487216770648956298828125,0.001658031134866178035736083984375,0.5642659664154052734375,airplane
0.22783838212490081787109375,0.015232323668897151947021484375,0,0.001878787879832088947296142578125,0.0021010101772844791412353515625,0.0098383836448192596435546875,0,0.743111133575439453125,airplane
0.0497460328042507171630859375,0.000126984130474738776683807373046875,0.5149047374725341796875,0.3062380850315093994140625,0.0067142858169972896575927734375,0.0022698412649333477020263671875,0.000126984130474738776683807373046875,0.1198730170726776123046875,airplane
0.3705851137638092041015625,0.00232269498519599437713623046875,0.00015957446885295212268829345703125,0.0007801418541930615901947021484375,0.0997695028781890869140625,0.19946809113025665283203125,0.000265957438386976718902587890625,0.3266489505767822265625,airplane
0.16047169268131256103515625,0.000188679245184175670146942138671875,0.00372641510330140590667724609375,0.0056918240152299404144287109375,0,0.0000628930793027393519878387451171875,0,0.829858481884002685546875,airplane
0.3414606750011444091796875,0.000131086140754632651805877685546875,0.301254689693450927734375,0.065786518156528472900390625,0.00254681636579334735870361328125,0.004606741480529308319091796875,0.000224719100515358150005340576171875,0.283988773822784423828125,airplane
0.61461865901947021484375,0.014858757145702838897705078125,0.000762711861170828342437744140625,0.008841807954013347625732421875,0.007966102100908756256103515625,0.015437853522598743438720703125,0.000028248587113921530544757843017578125,0.3374858796596527099609375,airplane
0.4486126005649566650390625,0.0129189193248748779296875,0.009189189411699771881103515625,0.00322522525675594806671142578125,0.005927927792072296142578125,0.093909911811351776123046875,0.001459459424950182437896728515625,0.4247567653656005859375,airplane
0.541764676570892333984375,0.0065294117666780948638916015625,0.0054509802721440792083740234375,0.003686274401843547821044921875,0.0322156846523284912109375,0.1611960828304290771484375,0.0008627451024949550628662109375,0.2482941150665283203125,airplane
0.41159999370574951171875,0.031333334743976593017578125,0.00366666656918823719024658203125,0.008616666309535503387451171875,0.012266666628420352935791015625,0.4309000074863433837890625,0.000016666666851961053907871246337890625,0.101599998772144317626953125,airplane
0.0351718999445438385009765625,0.119177877902984619140625,0.00372197316028177738189697265625,0.00255605392158031463623046875,0.000747384154237806797027587890625,0.275799691677093505859375,0.00026905830600298941135406494140625,0.5625560283660888671875,airplane
0.093680240213871002197265625,0.000271493219770491123199462890625,0,0,0.0003619909402914345264434814453125,0.00162895931862294673919677734375,0,0.904057323932647705078125,airplane
0.4850154221057891845703125,0.000061728394939564168453216552734375,0.00276234559714794158935546875,0.0009567901142872869968414306640625,0.02368827164173126220703125,0.00268518528901040554046630859375,0.0008641975582577288150787353515625,0.483966052532196044921875,airplane
0.439214646816253662109375,0.0067713786847889423370361328125,0.00378708541393280029296875,0.01239092461764812469482421875,0.058062829077243804931640625,0.08312390744686126708984375,0.0000349040128639899194240570068359375,0.3966143131256103515625,airplane
0.2731675803661346435546875,0.00119705335237085819244384765625,0.16060774028301239013671875,0.2834070026874542236328125,0.0055985269136726856231689453125,0.0061878454871475696563720703125,0.0007366482750512659549713134765625,0.2690975964069366455078125,airplane
0.49229824542999267578125,0.0000701754397596232593059539794921875,0.00149122811853885650634765625,0.054140351712703704833984375,0.012614035047590732574462890625,0.022122807800769805908203125,0.000175438603037036955356597900390625,0.417087733745574951171875,airplane
0.38661992549896240234375,0.000591900316067039966583251953125,0.0549376942217350006103515625,0.2743769586086273193359375,0.00213395641185343265533447265625,0.01157320849597454071044921875,0.0000467289719381369650363922119140625,0.2697196304798126220703125,airplane
0.3946864306926727294921875,0.0046549919061362743377685546875,0,0,0.1350396573543548583984375,0.2407723367214202880859375,0.00004490345600061118602752685546875,0.22480167448520660400390625,airplane
0.5491778850555419921875,0.00032884904067032039165496826171875,0.035411059856414794921875,0.10424514114856719970703125,0.0077727953903377056121826171875,0.0039013451896607875823974609375,0.002840059809386730194091796875,0.296322882175445556640625,airplane
0.16143162548542022705078125,0.000726495753042399883270263671875,0.711645305156707763671875,0.020320512354373931884765625,0.00572649575769901275634765625,0.010341879911720752716064453125,0.000170940169482491910457611083984375,0.089636750519275665283203125,airplane
0.05390863120555877685546875,0,0.0027580372989177703857421875,0.00143824028782546520233154296875,0.001218274119310081005096435546875,0.00003384094816283322870731353759765625,0.001895093009807169437408447265625,0.938747882843017578125,airplane
0.803915083408355712890625,0.000566037721000611782073974609375,0.02251572348177433013916015625,0.001006289268843829631805419921875,0.067122638225555419921875,0.02911949716508388519287109375,0.00272012571804225444793701171875,0.073034591972827911376953125,airplane
0.15677177906036376953125,0.001381381414830684661865234375,0.001441441476345062255859375,0.01686186157166957855224609375,0.0613663680851459503173828125,0.2843243181705474853515625,0.00001501501537859439849853515625,0.4778378307819366455078125,airplane
0.40943181514739990234375,0.000063131315982900559902191162109375,0.55474746227264404296875,0.024166665971279144287109375,0.00005050505205872468650341033935546875,0.0000378787881345488131046295166015625,0.0000126262630146811716258525848388671875,0.011489898897707462310791015625,airplane
0.802331745624542236328125,0.0016118935309350490570068359375,0.001721439766697585582733154296875,0.00045383410179056227207183837890625,0.036322377622127532958984375,0.0654929578304290771484375,0.0016431924887001514434814453125,0.090422533452510833740234375,airplane
0.4446598589420318603515625,0.000204081632546149194240570068359375,0.01170068047940731048583984375,0.00005102040813653729856014251708984375,0.0490986406803131103515625,0.018129251897335052490234375,0.01460884325206279754638671875,0.4615476131439208984375,airplane
0.24408333003520965576171875,0.00054999999701976776123046875,0.0068500000052154064178466796875,0.00783333368599414825439453125,0.000199999994947575032711029052734375,0.001783333369530737400054931640625,0.00003333333370392210781574249267578125,0.73866665363311767578125,airplane
0.572585642337799072265625,0.01976635493338108062744140625,0.0212305299937725067138671875,0.01490654237568378448486328125,0.001947040553204715251922607421875,0.0282554514706134796142578125,0.000015576324585708789527416229248046875,0.3412928283214569091796875,airplane
0.103111110627651214599609375,0.000018518518118071369826793670654296875,0.85161113739013671875,0.0023148148320615291595458984375,0.0064259259961545467376708984375,0.00003703703623614273965358734130859375,0.0003518518642522394657135009765625,0.036129631102085113525390625,airplane
0.16363067924976348876953125,0.01649452187120914459228515625,0.0164632238447666168212890625,0.009812206961214542388916015625,0.00239436631090939044952392578125,0.0279655717313289642333984375,0.0137245692312717437744140625,0.749514877796173095703125,airplane
0.3041426837444305419921875,0.073388956487178802490234375,0.0030638664029538631439208984375,0.000071921749622561037540435791015625,0.015391253866255283355712890625,0.350402772426605224609375,0.000618527061305940151214599609375,0.25292003154754638671875,airplane
0.252969682216644287109375,0.03981818258762359619140625,0.001616161665879189968109130859375,0.00121212122030556201934814453125,0.0049292929470539093017578125,0.18783839046955108642578125,0.00002020202009589411318302154541015625,0.5115959644317626953125,airplane
0.33419883251190185546875,0.00034619445796124637126922607421875,0,0,0.021273650228977203369140625,0.01912724412977695465087890625,0.00003461944652372039854526519775390625,0.625019490718841552734375,airplane
0.116848818957805633544921875,0.010892531834542751312255859375,0.00003642987212515436112880706787109375,0.000018214936062577180564403533935546875,0.000018214936062577180564403533935546875,0.00147540983743965625762939453125,0,0.8707103729248046875,airplane
0.4874705374240875244140625,0.0003331667394377291202545166015625,0.0227981247007846832275390625,0.0671330988407135009765625,0.091680347919464111328125,0.17386545240879058837890625,0,0.15671925246715545654296875,face
0.216550767421722412109375,0.001061740214936435222625732421875,0.045469023287296295166015625,0.0208454988896846771240234375,0.01461662352085113525390625,0.02550830878317356109619140625,0.02952522598206996917724609375,0.646422803401947021484375,face
0.18787275254726409912109375,0.00140968640334904193878173828125,0.028085291385650634765625,0.118364371359348297119140625,0.021795921027660369873046875,0.0056288875639438629150390625,0.043138377368450164794921875,0.593704700469970703125,face
0.2920748889446258544921875,0.0041838171891868114471435546875,0.091473899781703948974609375,0.0886234939098358154296875,0.013053896836936473846435546875,0.00341082573868334293365478515625,0.0707480609416961669921875,0.436431109905242919921875,face
0.617505848407745361328125,0,0,0,0.069575197994709014892578125,0.041430212557315826416015625,0.0004920452483929693698883056640625,0.2709966599941253662109375,face
0.29731380939483642578125,0.0042353481985628604888916015625,0.012362637557089328765869140625,0.0299654044210910797119140625,0.055937118828296661376953125,0.0442994497716426849365234375,0.001030219835229218006134033203125,0.554856002330780029296875,face
0.3131465911865234375,0.0008621056913398206233978271484375,0.000702456454746425151824951171875,0.0030333348549902439117431640625,0.087498404085636138916015625,0.129411637783050537109375,0.0008833922329358756542205810546875,0.464462101459503173828125,face
0.3339230716228485107421875,0.0019340659491717815399169921875,0.003593406639993190765380859375,0.0035824174992740154266357421875,0.092241756618022918701171875,0.0548241771757602691650390625,0.0061208792030811309814453125,0.50378024578094482421875,face
0.62648618221282958984375,0.0235240049660205841064453125,0.00004085801992914639413356781005859375,0.0002042900887317955493927001953125,0.13101123273372650146484375,0.0382635332643985748291015625,0.000827374868094921112060546875,0.179642498493194580078125,face
0.581442356109619140625,0.001010564970783889293670654296875,0.001538814860396087169647216796875,0.00809600390493869781494140625,0.116502068936824798583984375,0.041708774864673614501953125,0.0006316031212918460369110107421875,0.24906982481479644775390625,face
0.2882838547229766845703125,0.02304864861071109771728515625,0.0057345437817275524139404296875,0.007291206158697605133056640625,0.0458462201058864593505859375,0.1148314774036407470703125,0.00830554775893688201904296875,0.506658494472503662109375,face
0.4813479483127593994140625,0.009780564345419406890869140625,0.0318181812763214111328125,0.0007001045159995555877685546875,0.030156739056110382080078125,0.116436779499053955078125,0.0020167189650237560272216796875,0.32774293422698974609375,face
0.4239719808101654052734375,0.11458171904087066650390625,0.0026339436881244182586669921875,0.0022827512584626674652099609375,0.031225144863128662109375,0.075547702610492706298828125,0.0053711794316768646240234375,0.344385564327239990234375,face
0.3475297391414642333984375,0.00491490028798580169677734375,0.0039004017598927021026611328125,0.0040087462402880191802978515625,0.05153258144855499267578125,0.0619828999042510986328125,0.001467575435526669025421142578125,0.524663150310516357421875,face
0.2690126895904541015625,0.001473764772526919841766357421875,0.01149761490523815155029296875,0.0077175772748887538909912109375,0.042840428650379180908203125,0.10267977416515350341796875,0.010035100392997264862060546875,0.5547430515289306640625,face
0.4017346799373626708984375,0.0003175854799337685108184814453125,0.0125939063727855682373046875,0.000492805032990872859954833984375,0.02600915543735027313232421875,0.01879229955375194549560546875,0.0350767672061920166015625,0.50498282909393310546875,face
0.371198177337646484375,0.00549042038619518280029296875,0.0005376036860980093479156494140625,0.00388904777355492115020751953125,0.063917644321918487548828125,0.081269659101963043212890625,0.010752073489129543304443359375,0.4629453718662261962890625,face
0.4029791355133056640625,0.001015116460621356964111328125,0.00004413549686432816088199615478515625,0.00005516937017091549932956695556640625,0.0401081331074237823486328125,0.0588767528533935546875,0.000728235696442425251007080078125,0.4961933195590972900390625,face
0.23800410330295562744140625,0.0000967627493082545697689056396484375,0.35015213489532470703125,0.10548214614391326904296875,0.007837782613933086395263671875,0.00039780241786502301692962646484375,0.0313081257045269012451171875,0.26672112941741943359375,face
0.3246763050556182861328125,0.0115245915949344635009765625,0.12362052500247955322265625,0.0373327247798442840576171875,0.0430461429059505462646484375,0.012415275909006595611572265625,0.030826382339000701904296875,0.4165580570697784423828125,face
0.0575504414737224578857421875,0,0.01658425666391849517822265625,0.0005456095677800476551055908203125,0.0502301789820194244384765625,0.00952543318271636962890625,0.01770957745611667633056640625,0.84785449504852294921875,face
0.217903673648834228515625,0.010212586261332035064697265625,0.0578678064048290252685546875,0.02867542393505573272705078125,0.0495120547711849212646484375,0.093801759183406829833984375,0.010212586261332035064697265625,0.531814098358154296875,face
0.5567989349365234375,0.0056267813779413700103759765625,0.00190364010632038116455078125,0.0001156908328994177281856536865234375,0.070918478071689605712890625,0.089081943035125732421875,0.0037231412716209888458251953125,0.27183139324188232421875,face
0.3837713897228240966796875,0.0044317529536783695220947265625,0.0429972149431705474853515625,0.102841235697269439697265625,0.032025299966335296630859375,0.007594366557896137237548828125,0.0395582579076290130615234375,0.3867804706096649169921875,face
0.63572788238525390625,0.00028337785624898970127105712890625,0.0498643852770328521728515625,0.004453080706298351287841796875,0.0007590478635393083095550537109375,0.000141688928124494850635528564453125,0.0546413250267505645751953125,0.254129230976104736328125,face
0.29577243328094482421875,0.041736774146556854248046875,0.00019718162366189062595367431640625,0.0839993655681610107421875,0.12223945558071136474609375,0.073929958045482635498046875,0.001130507909692823886871337890625,0.380994319915771484375,face
0.4743807613849639892578125,0.0440640188753604888916015625,0.00005410611265688203275203704833984375,0.00003246366759412921965122222900390625,0.082176364958286285400390625,0.18208871781826019287109375,0.006362878717482089996337890625,0.210840702056884765625,face
0.601006805896759033203125,0.0000337853052769787609577178955078125,0.001205009291879832744598388671875,0.0008333708974532783031463623046875,0.054675884544849395751953125,0.003941618837416172027587890625,0.00263525382615625858306884765625,0.335668265819549560546875,face
0.671494901180267333984375,0.0014816452749073505401611328125,0.001503759413026273250579833984375,0.0235846973955631256103515625,0.0550309605896472930908203125,0.045046441256999969482421875,0.0005749668343923985958099365234375,0.20128262042999267578125,face
0.48725926876068115234375,0.015209876932203769683837890625,0.02440740726888179779052734375,0.02424691431224346160888671875,0.01407407410442829132080078125,0.00512345694005489349365234375,0.00329629634507000446319580078125,0.426382720470428466796875,face
0.51641941070556640625,0.00235337507911026477813720703125,0.001236335257999598979949951171875,0.0048911157064139842987060546875,0.1863070428371429443359375,0.0596585981547832489013671875,0.0007699982379563152790069580078125,0.2283641397953033447265625,face
0.575943291187286376953125,0.01253042928874492645263671875,0.003803686238825321197509765625,0.00788993202149868011474609375,0.0533276833593845367431640625,0.0330812036991119384765625,0.005194748751819133758544921875,0.3082289993762969970703125,face
0.685420334339141845703125,0.001672535203397274017333984375,0.00033010562765412032604217529296875,0.00033010562765412032604217529296875,0.01036531664431095123291015625,0.020356513559818267822265625,0.00135343312285840511322021484375,0.2801716625690460205078125,face
0.59963285923004150390625,0.0051128431223332881927490234375,0.0006644443492405116558074951171875,0.01389702223241329193115234375,0.0415446646511554718017578125,0.039326094090938568115234375,0.0004279472050257027149200439453125,0.299394130706787109375,face
0.743516981601715087890625,0.001333059859462082386016845703125,0.00388524285517632961273193359375,0.01010618917644023895263671875,0.05202351510524749755859375,0.028210736811161041259765625,0.008328775875270366668701171875,0.15259547531604766845703125,face
0.5084359645843505859375,0.0049126395024359226226806640625,0.0266193933784961700439453125,0.0069021475501358509063720703125,0.18215666711330413818359375,0.08908326923847198486328125,0.011581380851566791534423828125,0.17030854523181915283203125,face
0.5901839733123779296875,0.013058208860456943511962890625,0.0051762270741164684295654296875,0.0032586702145636081695556640625,0.1004188060760498046875,0.080043293535709381103515625,0.037080608308315277099609375,0.17078019678592681884765625,face
0.02710353024303913116455078125,0.001846587401814758777618408203125,0.00242972024716436862945556640625,0.011492577381432056427001953125,0.1658648550510406494140625,0.122263528406620025634765625,0.01004689373075962066650390625,0.658952295780181884765625,face
0.095938704907894134521484375,0.001039618509821593761444091796875,0.001367324381135404109954833984375,0.0072208284400403499603271484375,0.02100707404315471649169921875,0.02872511185705661773681640625,0.005638800561428070068359375,0.839062511920928955078125,face
0.573424041271209716796875,0.0033528334461152553558349609375,0.05571474134922027587890625,0.0359459556639194488525390625,0.0509690381586551666259765625,0.0300063677132129669189453125,0.009461556561291217803955078125,0.2411254346370697021484375,face
0.14730022847652435302734375,0.0022933934815227985382080078125,0.0008046994335018098354339599609375,0.001569163869135081768035888671875,0.13402269780635833740234375,0.120879270136356353759765625,0.003446795977652072906494140625,0.5896837711334228515625,face
0.360020220279693603515625,0.016269855201244354248046875,0.00116815394721925258636474609375,0.0113082118332386016845703125,0.076339460909366607666015625,0.10848176479339599609375,0.000999554409645497798919677734375,0.42541277408599853515625,face
0.3363368809223175048828125,0.0040614814497530460357666015625,0.01291405223309993743896484375,0.0220949463546276092529296875,0.11012208461761474609375,0.05711610615253448486328125,0.0018726591952145099639892578125,0.4554817974567413330078125,face
0.519112408161163330078125,0.01101819984614849090576171875,0.032573647797107696533203125,0.02868229709565639495849609375,0.079477511346340179443359375,0.06407608091831207275390625,0.019489534199237823486328125,0.24557031691074371337890625,face
0.610769212245941162109375,0.0552884601056575775146484375,0.006933760829269886016845703125,0.00193376070819795131683349609375,0.02832265011966228485107421875,0.03291666507720947265625,0.0009615384624339640140533447265625,0.2628739178180694580078125,face
0.196048080921173095703125,0.00067069078795611858367919921875,0.010021668858826160430908203125,0.02126863785088062286376953125,0.20552803575992584228515625,0.040164060890674591064453125,0.010692358948290348052978515625,0.515606462955474853515625,face
0.469283580780029296875,0.00370910554192960262298583984375,0.001458495738916099071502685546875,0.00198657182045280933380126953125,0.16426937282085418701171875,0.11435361206531524658203125,0.00075439433567225933074951171875,0.2441848814487457275390625,face
0.129523813724517822265625,0.0025152624584734439849853515625,0.00034188033896498382091522216796875,0.000293040298856794834136962890625,0.099633701145648956298828125,0.10853479802608489990234375,0.0006349206087179481983184814453125,0.65852260589599609375,face
0.511254966259002685546875,0.01133884675800800323486328125,0.00026369412080384790897369384765625,0.005753326229751110076904296875,0.08233249187469482421875,0.1154021322727203369140625,0.001270526205189526081085205078125,0.27238404750823974609375,face
0.696530520915985107421875,0.0016469038091599941253662109375,0.00241545890457928180694580078125,0.0068559995852410793304443359375,0.0529937036335468292236328125,0.0315351597964763641357421875,0.001268725958652794361114501953125,0.2067535221576690673828125,face
0.319677412509918212890625,0.00075268815271556377410888671875,0.0004973118193447589874267578125,0.000134408604935742914676666259765625,0.0342069901525974273681640625,0.055309139192104339599609375,0.000873655895702540874481201171875,0.588548362255096435546875,kangaroo
0.593769609928131103515625,0.0017277486622333526611328125,0,0,0.117417104542255401611328125,0.22579406201839447021484375,0,0.061291448771953582763671875,kangaroo
0.583501279354095458984375,0.04077519476413726806640625,0.0032558138482272624969482421875,0.012700258754193782806396484375,0.001950904377736151218414306640625,0.010180878452956676483154296875,0.00023255814448930323123931884765625,0.347403109073638916015625,kangaroo
0.549448430538177490234375,0,0,0,0.3017745912075042724609375,0.121930457651615142822265625,0,0.02684652246534824371337890625,kangaroo
0.700976312160491943359375,0.0066806138493120670318603515625,0.00209205015562474727630615234375,0.001046025077812373638153076171875,0.0533891208469867706298828125,0.0623849369585514068603515625,0.000557880033738911151885986328125,0.172873079776763916015625,kangaroo
0.168567121028900146484375,0.00630467571318149566650390625,0,0,0.02012066356837749481201171875,0.165294110774993896484375,0.00241327309049665927886962890625,0.63730013370513916015625,kangaroo
0.361907958984375,0.16509540379047393798828125,0,0.00012345678987912833690643310546875,0.0055780024267733097076416015625,0.2611447870731353759765625,0,0.20615039765834808349609375,kangaroo
0.20626842975616455078125,0,0.0000589970513829030096530914306640625,0,0.2413274347782135009765625,0.18402655422687530517578125,0.0003392330254428088665008544921875,0.367979347705841064453125,kangaroo
0.1765967309474945068359375,0.570664346218109130859375,0,0.000606060610152781009674072265625,0.02596736513078212738037109375,0.092610724270343780517578125,0,0.13355477154254913330078125,kangaroo
0.754647076129913330078125,0.029215686023235321044921875,0.004666666500270366668701171875,0.00607843138277530670166015625,0.032588236033916473388671875,0.0350000001490116119384765625,0.00229411758482456207275390625,0.13550980389118194580078125,kangaroo
0.644752085208892822265625,0.1234159767627716064453125,0,0.003374655731022357940673828125,0.02407713420689105987548828125,0.0623415969312191009521484375,0,0.14203856885433197021484375,kangaroo
0.878683567047119140625,0.0130676329135894775390625,0.01285024173557758331298828125,0.001147342962212860584259033203125,0.02315217442810535430908203125,0.011521738953888416290283203125,0.007137681357562541961669921875,0.05243961513042449951171875,kangaroo
0.67440474033355712890625,0.090343914926052093505859375,0.0039021163247525691986083984375,0.00320105813443660736083984375,0.0095370374619960784912109375,0.14835979044437408447265625,0,0.070251323282718658447265625,kangaroo
0.0736546218395233154296875,0.000020080320609849877655506134033203125,0,0,0.074417673051357269287109375,0.1302811205387115478515625,0,0.7216265201568603515625,kangaroo
0.4736904799938201904296875,0.01809523813426494598388671875,0.006577380932867527008056640625,0.00282738101668655872344970703125,0.007366071455180644989013671875,0.0480803586542606353759765625,0.00308035709895193576812744140625,0.4402827322483062744140625,kangaroo
0.3615188300609588623046875,0.0033870968036353588104248046875,0.0054166666232049465179443359375,0.001881720381788909435272216796875,0.006720430217683315277099609375,0.02193548344075679779052734375,0.004690860398113727569580078125,0.59444892406463623046875,kangaroo
0.195353984832763671875,0.000191740415175445377826690673828125,0.005781711079180240631103515625,0.00106194685213267803192138671875,0.022079646587371826171875,0.091932155191898345947265625,0.000825958675704896450042724609375,0.6827728748321533203125,kangaroo
0.3809843361377716064453125,0.076409399509429931640625,0.00005592841262114234268665313720703125,0.00001118568252422846853733062744140625,0.06202460825443267822265625,0.19362415373325347900390625,0.00153243844397366046905517578125,0.285357952117919921875,kangaroo
0.02883064560592174530029296875,0.00002688172025955282151699066162109375,0.0002956989337690174579620361328125,0.008010752499103546142578125,0.02139784954488277435302734375,0.02201612852513790130615234375,0.00032258065766654908657073974609375,0.91909945011138916015625,kangaroo
0.467777788639068603515625,0.00377777777612209320068359375,0,0,0.2845061719417572021484375,0.2348888814449310302734375,0,0.009049382992088794708251953125,kangaroo
0.742548167705535888671875,0.031303703784942626953125,0.00319999991916120052337646484375,0.00309629621915519237518310546875,0.00785185210406780242919921875,0.02379259280860424041748046875,0.008977777324616909027099609375,0.17922963201999664306640625,kangaroo
0.97047865390777587890625,0.00003418803316890262067317962646484375,0,0,0.015128205530345439910888671875,0.0114529915153980255126953125,0.00003418803316890262067317962646484375,0.00287179485894739627838134765625,kangaroo
0.3761360645294189453125,0.000476190471090376377105712890625,0,0.0005306122475303709506988525390625,0.081265307962894439697265625,0.1207074820995330810546875,0,0.4208843410015106201171875,kangaroo
0.967903792858123779296875,0.0080641470849514007568359375,0.0000687285210005939006805419921875,0.00043528064270503818988800048828125,0.0003436426050029695034027099609375,0.00523482263088226318359375,0,0.0179495997726917266845703125,kangaroo
0.546176493167877197265625,0.0563865564763545989990234375,0.02549019642174243927001953125,0.0199019610881805419921875,0.00067226891405880451202392578125,0.07567226886749267578125,0.00028011205722577869892120361328125,0.2754201591014862060546875,kangaroo
0.4879731237888336181640625,0.06632478535175323486328125,0.01396825350821018218994140625,0.01571428589522838592529296875,0.001147741102613508701324462890625,0.086849816143512725830078125,0.0008058607927523553371429443359375,0.3272161185741424560546875,kangaroo
0.870649993419647216796875,0.02331666648387908935546875,0,0,0.0037166667170822620391845703125,0.0447666682302951812744140625,0,0.05754999816417694091796875,kangaroo
0.535416662693023681640625,0.06931667029857635498046875,0.000083333332440815865993499755859375,0,0.0377333350479602813720703125,0.278433322906494140625,0.00031666667200624942779541015625,0.078699998557567596435546875,kangaroo
